-0.302142 0.629646	-0.468646 -0.437506	0.751303 0.319782	0.384374 0.752014	0.603867 0.790833	0.290540 -0.494219	0.653237 0.502880	0.387346 -0.803606	0.639781 0.500007	0.692389 0.500295	0.204144 -0.447248	0.443633 0.882135	0.368019 0.799485	0.560744 0.607400	0.339973 0.029546	-0.102781 -0.829903	-0.864264 0.130356	-0.810361 0.809437	-0.367139 0.791816	-0.625853 0.309730	
9.625758 -8.344524	3.840108 -1.114083	3.508403 3.844768	10.847042 1.722302	0.352682 -5.024205	-10.590823 -0.307942	-21.714396 20.204298	-1.983491 8.195660	12.780705 -4.716994	2.303490 -22.627776	13.197481 5.309304	-15.122803 1.034824	-24.762622 -8.496919	0.900808 -7.593243	-0.858975 -2.090170	-0.131788 4.552255	-7.065238 10.593850	-2.193248 -2.785604	14.230252 -8.238737	-6.152690 13.224150	
10.185574 -8.507065	3.502792 -0.804824	3.105009 4.352039	10.944053 1.777379	1.101127 -5.732545	-10.161527 -0.473546	-21.488863 19.729382	-1.608282 8.374737	12.508542 -5.207788	3.129581 -23.148281	13.923569 4.488227	-15.993874 1.988401	-24.405112 -8.389475	0.035769 -6.664497	-0.959742 -1.136977	-0.660372 4.979459	-6.318825 10.727068	-1.517803 -3.318115	13.615784 -8.681266	-6.052100 13.055066	
9.348355 -9.032669	4.232278 0.162752	3.698642 4.836623	10.171608 2.473232	0.865171 -6.210876	-9.637651 -1.141976	-21.479422 20.421990	-1.955782 7.734307	11.542542 -5.423788	3.493134 -23.504570	13.819603 5.168413	-16.537478 1.304206	-23.693829 -7.594562	-0.429002 -7.140053	-1.524601 -1.182906	-0.753733 5.262043	-7.052635 10.437266	-0.668231 -3.892298	13.782245 -8.364882	-5.805899 13.077446	
9.555183 -8.856768	3.294063 0.911441	3.693377 5.642499	10.145044 1.544121	1.693466 -6.087988	-8.744532 -0.513745	-20.733041 20.233365	-1.000262 8.300154	10.758347 -5.506673	4.388284 -23.228040	12.954139 5.275607	-16.157713 1.058461	-22.972594 -7.621840	-1.074276 -7.404830	-1.282570 -1.279521	-0.390913 5.183719	-7.503756 11.178939	-0.436821 -4.120062	13.224410 -8.010694	-5.689569 12.508631	
10.284634 -8.398695	2.970438 0.749297	2.894588 4.797171	10.047474 1.557534	1.650013 -6.198570	-9.729074 -1.113067	-21.378523 20.437917	-1.645855 8.326610	11.604209 -6.186439	4.871712 -22.568033	13.328647 4.277487	-16.242949 1.349220	-22.339016 -7.247211	-1.967668 -7.009580	-1.517231 -1.181871	-0.956433 5.004713	-6.590297 10.700116	-0.089294 -4.317818	13.917538 -7.264131	-6.032285 11.929081	
10.040595 -8.684179	2.688036 0.026542	2.919606 5.689648	10.799721 0.803205	1.049117 -7.197576	-8.924648 -0.144796	-20.844537 19.683634	-0.650674 8.688087	11.145531 -6.716669	5.408666 -22.859494	14.193276 3.426732	-15.563817 1.744967	-21.708717 -6.837313	-2.097469 -7.048723	-2.323490 -0.823455	-1.699941 4.606915	-6.622181 10.791923	0.622005 -3.724677	13.477080 -7.069721	-5.713513 11.940280	
9.856275 -9.609756	2.587554 0.606537	2.414310 5.406188	10.586965 1.343912	1.479042 -6.315639	-8.739189 -0.402464	-21.289951 20.004032	-0.721086 9.178150	11.329322 -6.031902	5.522338 -22.116014	13.836431 2.994384	-14.992762 2.637611	-22.266950 -6.517023	-2.173072 -7.870021	-1.584078 -0.611124	-1.020152 4.636863	-5.659986 10.262608	0.583018 -4.104519	14.361086 -6.964602	-6.369701 11.646762	
9.456669 -10.549107	2.930861 1.029458	1.521488 6.220269	10.510445 1.448183	1.840847 -6.960808	-9.111688 0.212766	-21.358533 19.653552	-0.032287 9.006903	11.685882 -6.540873	5.890780 -22.000172	14.156154 2.817913	-14.734357 3.304810	-22.643124 -6.392504	-1.609042 -7.993346	-1.923346 -0.719006	-0.482010 3.689035	-6.247208 10.493802	0.549670 -5.096623	14.836676 -7.855352	-5.755207 12.323864	
8.618368 -11.506385	3.750602 1.386814	0.801517 6.100482	9.802521 2.075184	1.681351 -6.065720	-9.148273 0.208302	-21.543962 20.019440	0.166576 9.556071	10.796769 -6.624088	6.367144 -22.784698	13.254470 3.724322	-15.243659 3.485589	-23.390540 -6.721673	-0.907458 -8.732517	-2.247775 -1.019290	0.079095 2.912739	-6.862172 10.641601	-0.366404 -5.039187	13.859299 -6.924633	-6.475315 12.514952	
9.091064 -11.460686	3.119773 1.911648	0.413884 5.543005	10.349299 2.299312	2.204204 -5.361738	-8.462707 1.138886	-21.165835 20.402997	0.536129 8.618091	10.470008 -7.158626	7.171596 -22.937467	13.177939 4.113009	-14.887635 3.744374	-22.999376 -7.585480	-0.292628 -9.289961	-2.275557 -0.255630	0.323867 2.776140	-7.736758 11.308554	-0.841409 -4.886494	14.137734 -7.359699	-7.468912 12.008230	
9.548600 -11.226578	3.607783 1.059934	1.145219 4.683260	10.616415 3.297573	1.210489 -5.907249	-8.909005 0.475186	-21.250301 20.919420	-0.411103 8.258757	10.933117 -7.896549	7.171900 -22.403021	12.967214 3.585275	-14.577075 4.511972	-22.775268 -8.069308	-0.864216 -9.766140	-1.433881 0.012005	0.598285 1.830621	-7.905957 11.692937	-1.567057 -4.671979	13.663626 -7.512394	-7.708725 12.508839	
9.595138 -10.296692	3.417463 1.246686	1.244042 4.926715	10.188776 2.944631	1.477519 -6.865130	-8.121800 0.285149	-21.361209 21.688576	-0.381410 8.414252	11.239232 -8.058875	7.848619 -22.416172	12.384163 3.832479	-14.694227 4.018257	-22.649550 -8.446077	-0.458708 -10.663258	-1.882185 0.067536	0.811258 2.385952	-8.384616 11.676326	-1.126780 -3.698178	14.246720 -8.424008	-7.411693 11.592527	
10.450269 -9.831003	2.632858 0.756604	1.313479 4.307701	10.307258 3.304548	2.035017 -6.027065	-8.437752 -0.210745	-20.571888 20.943884	-0.962016 9.017822	11.220282 -7.138102	8.475678 -22.791391	12.034930 4.349600	-14.066569 3.829044	-21.961544 -7.785922	-0.894293 -10.420558	-2.543776 0.225504	0.000800 1.441923	-7.915235 10.831811	-0.867284 -3.363454	13.415844 -8.293904	-6.433420 12.090282	
9.718244 -10.286948	3.300587 1.636390	0.961557 4.756544	10.640331 4.135189	1.700924 -5.870725	-8.341827 0.615354	-20.575786 21.805194	-1.782041 8.821217	11.782583 -8.020277	8.230074 -23.619705	12.905056 3.443187	-13.962282 3.863051	-22.734266 -8.675222	-1.715533 -9.555649	-2.642889 0.073481	-0.750044 0.466476	-8.578154 11.806786	-1.404085 -3.538800	13.146764 -9.209914	-6.560360 11.831720	
9.784723 -10.757069	3.189255 1.592231	0.638550 3.887207	10.674245 3.512107	0.971416 -5.052234	-8.234088 1.053363	-19.712588 21.570290	-2.030146 8.078255	11.423110 -7.382210	7.650575 -24.438966	12.209151 3.440374	-14.943028 4.290506	-23.698212 -9.120158	-1.774195 -9.023201	-2.725214 -0.640881	-1.394608 0.933139	-9.369320 10.996629	-1.499255 -3.871268	13.603679 -8.965375	-7.278478 11.253507	
9.707990 -11.252849	3.195958 1.315580	1.211636 4.135670	9.730350 3.594914	1.723733 -6.030560	-7.346272 0.308932	-20.030461 21.002340	-1.190653 7.994029	11.211440 -6.571282	8.255801 -24.413760	12.546233 2.870763	-15.780336 5.219167	-24.468661 -8.125052	-2.197770 -9.504637	-2.262075 0.331186	-2.159721 0.607931	-8.481454 11.661339	-0.711734 -3.322895	13.905070 -9.568354	-7.984065 10.374706	
10.679306 -11.505752	2.246948 1.708468	1.796652 5.044052	9.928578 4.376337	1.186021 -6.136507	-7.850871 0.622057	-20.822760 21.629548	-1.485261 7.339035	10.593315 -5.585790	7.849268 -24.389383	11.974738 2.216642	-15.523128 4.873930	-25.175378 -8.273486	-2.898078 -10.248890	-1.930822 1.306143	-2.043451 0.119087	-9.200345 11.856465	-0.746419 -4.296919	13.123242 -8.720981	-7.763986 9.709151	
10.776006 -11.429664	2.689249 2.695878	1.088051 4.659669	9.874436 3.638737	1.175682 -6.134398	-7.594850 0.645986	-20.642652 22.076679	-1.240014 7.314437	11.496884 -5.559452	7.211415 -24.817568	11.774571 2.646852	-15.578358 5.734200	-24.627909 -8.101500	-2.142342 -10.744297	-2.704132 1.717958	-1.747710 0.998717	-10.196672 12.305458	-0.940142 -3.892893	12.630677 -9.033308	-7.176872 8.918541	
10.671816 -11.578108	1.731031 2.486562	1.286643 5.463890	10.839262 2.733186	1.104190 -6.872608	-8.338563 1.631077	-21.012853 22.892910	-1.328747 6.846449	11.568412 -5.671824	7.147367 -25.158208	10.866247 1.796993	-15.274727 6.029861	-23.954831 -8.853439	-2.058506 -10.758124	-3.456562 1.642436	-1.979235 0.534051	-9.560874 11.334485	-0.489540 -4.130647	13.166022 -9.280252	-7.615070 8.129338	
11.448497 -11.952323	1.810279 2.921920	1.528411 5.950771	10.413141 3.024227	0.207460 -7.067299	-8.645203 0.796807	-20.061012 22.874796	-1.012830 7.738286	10.751201 -6.440855	6.372041 -26.092363	11.739840 1.741346	-14.692358 5.717539	-24.449474 -8.354888	-1.431176 -10.685141	-3.866959 0.903974	-0.984194 1.383070	-8.970992 12.211229	-1.392909 -5.084047	14.022867 -8.998700	-8.508619 8.883236	
10.758429 -11.880800	2.521376 2.751928	1.724074 6.906080	10.429182 2.472956	0.710614 -7.116960	-9.024643 0.528792	-20.569674 23.323618	-0.969300 8.454881	10.850580 -7.234184	6.911946 -25.807187	11.056291 2.614971	-14.925740 5.555069	-24.833981 -7.852120	-0.630535 -10.576878	-3.679595 0.170808	-1.856560 0.521929	-8.432296 12.736416	-1.676110 -5.228339	14.568185 -8.737040	-8.028635 9.113261	
9.857332 -12.420605	3.132094 3.010035	2.678027 7.769623	10.385172 2.470424	0.347384 -7.523062	-8.083648 0.306433	-21.378818 24.095327	-1.093150 7.518181	10.515976 -7.762443	6.336596 -24.896676	10.462567 3.489074	-14.863621 6.137637	-25.296397 -8.764019	-1.525107 -11.026658	-3.187030 0.953372	-2.697762 1.138301	-7.989522 12.791972	-2.027119 -6.048399	15.416359 -8.677367	-7.064230 8.821453	
9.039186 -13.404996	3.588185 3.755611	3.320017 6.920617	10.587826 1.545666	0.395625 -8.155688	-8.890584 -0.472353	-21.865802 24.156849	-1.288374 8.155302	11.497030 -7.255596	7.306316 -25.264195	11.415986 4.091654	-15.835433 5.598071	-25.911521 -9.433611	-1.805063 -10.504435	-3.082305 0.228325	-1.803877 1.722566	-7.692163 13.721179	-1.298756 -5.479440	15.180180 -9.442150	-7.239554 8.925505	
9.216529 -13.701319	3.386459 4.396815	3.867554 6.723896	10.184525 2.339468	0.022648 -8.578637	-8.347625 0.193442	-22.791257 24.750783	-1.598529 8.558401	12.342127 -6.658396	8.289295 -25.182760	11.549740 4.511827	-15.458829 4.763757	-25.033718 -9.446864	-1.007577 -11.281368	-2.572488 -0.568879	-1.942936 2.598806	-8.542321 12.996464	-0.892465 -6.426192	15.902132 -9.921813	-6.588238 9.779817	
9.701747 -13.626449	4.378354 4.387862	4.290185 6.203460	10.018899 2.819693	1.019701 -8.817559	-8.110824 0.418304	-23.186971 24.623987	-1.889353 8.581746	11.773284 -6.072862	8.024166 -24.583008	11.839136 4.647754	-14.793709 4.867058	-24.487313 -8.535562	-0.345870 -12.212883	-2.681090 -0.336862	-2.514827 3.222036	-8.143146 12.710081	-1.135842 -5.650216	15.578935 -9.248699	-5.981456 8.923254	
9.759758 -13.398673	5.273285 3.419554	4.597443 5.619345	10.355202 3.060622	0.783283 -9.555012	-7.739668 1.079809	-24.001857 25.146865	-1.494706 8.200205	12.693198 -5.851385	8.803398 -24.196458	10.995556 3.682095	-14.921234 5.497897	-23.691853 -7.546069	0.371009 -12.703812	-3.625869 0.354946	-2.812472 4.024091	-7.810678 12.567255	-1.000139 -6.581931	15.932765 -9.137264	-6.422048 8.955911	
10.518101 -13.831430	4.609084 2.972318	4.360714 6.604408	9.600051 3.909418	0.666466 -9.943680	-7.051547 1.974695	-24.501991 25.313371	-1.507222 7.573215	12.110812 -5.952771	8.715896 -24.365820	11.874178 2.875194	-15.246983 6.372013	-22.949825 -6.772957	-0.083835 -12.009929	-4.152275 0.391331	-1.951920 4.173183	-7.077668 12.765226	-1.756887 -7.383076	15.843468 -9.322350	-6.713474 9.519088	
9.941340 -13.668573	5.582946 3.144106	5.076394 6.112967	9.546945 3.056718	0.012024 -9.557653	-7.591310 1.056890	-24.358841 25.816384	-1.702885 8.311392	12.477258 -5.830386	9.025584 -24.123566	11.655195 2.914931	-16.107575 6.429949	-22.698178 -7.463240	0.487092 -11.213404	-3.172009 1.229294	-1.878124 3.949827	-7.660765 13.362136	-2.076016 -6.760402	16.148954 -9.236683	-7.034381 10.515037	
10.034905 -13.125033	5.998504 3.148439	4.342998 6.420082	9.525452 2.327019	0.956205 -9.879617	-6.977285 0.793606	-24.572989 25.608876	-2.307620 7.461473	12.981090 -5.761563	8.780646 -24.730114	11.124028 2.548791	-15.264318 5.502106	-22.156663 -8.349123	1.139309 -11.816120	-3.310243 0.952104	-2.130136 3.858684	-8.094872 13.730604	-2.462429 -6.109628	16.523842 -8.864847	-7.327157 10.431168	
10.317154 -12.619295	5.586829 3.469425	3.946541 7.406298	8.557257 2.990079	1.406273 -9.336048	-6.912859 1.463070	-24.884771 26.558630	-2.118386 6.901141	12.897153 -5.227041	9.383163 -24.741210	10.182110 1.934143	-14.395320 5.284481	-21.787564 -8.865809	0.207589 -11.253686	-4.059734 1.418054	-2.181622 3.267705	-8.980498 13.535811	-2.227114 -5.768130	15.969910 -8.736144	-6.565783 10.837263	
10.631085 -13.236764	5.110170 4.318610	3.836001 8.015769	7.723890 3.777869	2.144154 -8.831044	-7.211348 2.275128	-24.980692 27.296867	-1.525342 6.806845	12.631014 -4.455712	8.515233 -24.831340	10.598981 2.345256	-13.463053 6.233729	-22.418103 -8.668782	0.326642 -11.341168	-4.096403 1.278168	-3.068061 3.151402	-8.668691 14.527375	-1.498947 -5.452247	15.976680 -8.226552	-6.740709 9.866942	
11.285386 -13.780631	5.023996 4.915212	3.609202 8.113006	8.169394 3.351172	1.697728 -9.340634	-8.051320 2.648339	-25.147053 27.295581	-0.767911 6.879415	12.463841 -4.049269	9.404929 -25.141613	10.084996 1.754391	-13.547332 7.012213	-22.018517 -8.402406	-0.103270 -11.978976	-4.881637 1.953861	-3.992841 3.240855	-9.376743 15.385570	-2.241361 -4.949047	15.490396 -8.292701	-5.755760 10.101809	
10.795703 -13.957838	4.562880 5.173253	3.733082 7.662215	9.156518 3.568426	1.725810 -9.548269	-7.791198 2.605355	-25.738953 26.839570	0.180013 7.491265	11.515209 -4.361550	10.384591 -25.380363	10.010326 1.141229	-13.614174 6.769260	-21.655553 -7.784899	-0.926331 -11.875059	-4.756868 1.721508	-4.484501 3.043834	-8.770856 15.295682	-2.526419 -5.697454	15.305658 -9.225634	-6.536254 10.563619	
11.051460 -13.052242	4.156468 6.157085	2.990553 7.536328	9.248363 3.045602	1.962359 -10.379639	-7.906042 3.192154	-26.548004 26.498747	-0.046492 8.289451	11.325100 -3.616301	10.333893 -25.212115	10.712810 1.655162	-12.818952 6.579713	-22.635759 -7.398642	-0.673335 -11.785106	-4.469048 1.514031	-4.514815 2.087813	-7.874404 14.969272	-2.401309 -5.844518	16.044884 -8.706056	-5.790266 10.195047	
11.212486 -13.129401	3.499149 5.314032	3.462362 6.558558	9.225881 2.172008	1.411980 -9.580930	-8.392782 2.347681	-26.251804 25.556682	0.387013 8.072821	12.130817 -3.401378	11.120595 -24.593253	10.310832 1.317490	-13.079927 6.880329	-21.686696 -6.432377	-0.366888 -12.301588	-5.253492 1.806362	-4.755686 2.224579	-7.740376 14.744988	-1.752693 -5.895100	15.385707 -8.234364	-5.347864 10.462345	
10.870180 -13.542353	3.929451 4.701623	3.924195 7.311990	10.186068 1.583249	1.077577 -10.413352	-9.260347 2.993828	-26.266884 25.744565	1.377511 7.095381	11.719914 -2.780106	11.066768 -25.136266	11.129444 0.765756	-12.890186 6.969466	-22.201919 -7.349802	0.472863 -12.396954	-4.296975 2.540488	-4.924546 1.613375	-6.795080 14.113198	-1.463548 -5.995232	14.561051 -8.941247	-6.275076 10.378647	
10.469488 -12.630388	4.360667 3.936691	3.591730 7.002180	10.137427 0.928981	0.224045 -9.737207	-10.101924 3.243497	-25.844661 26.472780	1.477723 7.373370	11.780063 -2.982831	11.720395 -25.820314	10.492822 0.022694	-13.274295 6.216833	-22.699940 -7.226313	1.304081 -11.670593	-4.835234 2.782722	-3.979386 1.887801	-6.226564 13.837172	-2.159635 -5.487791	15.464542 -9.522192	-6.333339 10.034128	
10.491843 -12.913076	4.160991 4.460075	4.441655 6.432005	9.863274 1.641209	-0.347049 -10.422169	-9.858106 2.512302	-25.887196 26.599268	1.082412 8.025676	11.072329 -2.293222	11.658783 -25.426710	10.086006 -0.540668	-12.674287 7.019294	-22.092122 -6.905321	0.862557 -11.703391	-4.244778 3.119903	-4.039365 1.283081	-6.105730 14.543040	-2.294254 -5.789321	15.042034 -9.232915	-6.704169 9.418478	
10.789525 -12.265771	3.820370 5.437514	4.843139 5.533950	9.702309 2.313029	-0.343929 -10.380401	-9.854483 2.567975	-25.096683 26.987631	0.279932 7.697466	10.598012 -3.288556	11.916804 -25.634135	9.972048 0.286711	-12.380277 6.533819	-22.006208 -7.129045	0.944923 -11.922682	-3.443407 3.761220	-4.487966 1.372391	-6.535512 14.503574	-2.388491 -4.889036	14.480360 -9.431403	-5.857330 8.730267	
9.999328 -11.765640	4.267302 5.790268	5.169339 5.716478	9.523444 2.003321	0.500377 -11.379873	-9.452217 2.894973	-25.472054 27.288773	-0.130138 8.658909	10.033675 -4.081119	11.800480 -25.145092	9.822957 0.494975	-12.931321 6.857656	-21.826339 -6.621789	0.241489 -11.861903	-4.231898 3.718835	-3.813507 0.455080	-6.248475 14.761801	-2.787833 -4.839836	14.901864 -9.836304	-5.691600 8.853666	
10.440681 -11.640141	5.134001 6.072667	4.677270 6.241504	9.413341 2.764625	1.044655 -10.951683	-9.970193 3.065488	-26.396852 27.091032	0.484253 7.817362	9.763035 -3.500816	11.059190 -25.875921	9.338774 1.222838	-13.021001 7.851454	-21.329054 -5.864978	0.951773 -12.054974	-4.977750 3.152988	-3.774677 0.777876	-6.793689 14.041537	-2.802484 -4.880931	15.068125 -10.464148	-5.240678 9.703718	
10.733098 -10.970826	6.108665 5.518315	5.380063 6.534050	9.756616 2.307416	1.618066 -11.520853	-10.562005 2.160409	-27.100291 27.293043	0.366520 8.706848	10.093914 -4.354443	10.106592 -25.073887	9.726594 1.268054	-13.453445 7.293405	-21.582991 -6.334299	1.596837 -11.161199	-4.581044 2.615566	-3.296870 1.075873	-6.627759 13.267214	-3.597817 -5.295006	14.598168 -11.301854	-5.298219 9.779543	
10.287881 -10.534721	6.339094 5.755783	5.357226 5.777276	9.032626 2.306747	2.511021 -10.688288	-10.881964 2.465704	-27.249293 27.171372	0.728941 9.403714	10.600053 -3.652078	9.258681 -25.925858	9.008150 0.805715	-14.248678 6.849036	-20.706952 -6.560467	2.001763 -10.337466	-5.333271 1.801002	-4.183425 0.600710	-7.362616 13.657067	-3.980672 -5.471119	13.802841 -10.975124	-4.374465 10.232789	
9.296741 -9.683577	5.390835 5.316156	5.961733 5.850235	8.874928 2.153483	3.107114 -11.619143	-11.346105 2.778939	-27.983208 27.788272	0.715072 9.466740	10.326680 -4.477112	9.877826 -25.391867	8.485248 0.868292	-14.332281 7.257588	-20.848069 -6.621542	1.999149 -9.565529	-5.497619 1.072766	-4.297631 -0.216400	-7.078132 12.737800	-4.589723 -4.563218	13.571185 -10.383963	-3.707819 11.174169	
9.940938 -9.594254	6.092500 4.902957	4.995810 5.901097	8.264596 2.998063	3.388983 -12.343382	-11.238770 3.215821	-28.585963 27.139482	1.036536 8.639295	9.915994 -5.038367	10.029352 -24.445021	9.326599 0.115071	-14.311223 6.675853	-19.995207 -6.093027	1.368549 -10.384823	-4.848499 0.366861	-3.722680 0.060732	-6.674271 12.991839	-3.893811 -4.648840	14.027412 -10.207447	-2.781411 10.983899	
10.694846 -9.105254	6.085373 5.025203	4.420482 6.516677	8.411377 2.811653	4.104516 -12.909024	-10.963926 2.789322	-28.339716 27.036502	0.182264 9.318371	9.857466 -5.359972	9.046856 -24.235950	9.056360 0.719344	-13.549426 6.141218	-20.473352 -6.742626	1.673332 -10.845414	-5.043194 -0.133721	-3.872952 0.945742	-6.948769 13.244231	-3.610220 -4.878545	14.497133 -10.714084	-3.004913 10.141754	
10.658721 -8.807508	5.236135 4.620790	5.354247 6.575106	8.422987 3.619289	3.977827 -12.118312	-11.838136 3.662898	-29.113272 26.468427	-0.642762 9.558851	9.120829 -5.204940	8.227778 -23.830145	8.421841 0.992148	-12.945748 6.921925	-20.884993 -5.793970	2.250608 -11.027516	-5.079599 0.069934	-4.199048 0.700738	-6.038208 12.583696	-3.672869 -4.750328	14.062463 -11.577658	-3.772775 9.790339	
9.775268 -9.663617	4.939219 4.965660	4.970573 7.103167	9.017698 3.483833	3.909253 -11.821585	-11.927575 3.013509	-28.717349 26.883331	-1.031821 10.352305	9.703207 -6.018796	9.155202 -24.527591	8.105980 1.116342	-12.277257 7.885290	-20.242744 -5.931173	1.359070 -10.773017	-5.516445 -0.261700	-3.590980 0.797730	-5.849697 13.211103	-4.365774 -5.506194	13.310528 -11.138013	-4.009736 9.120400	
10.375511 -10.055596	4.481661 5.192803	5.826156 7.614369	8.692939 4.009276	3.903282 -11.129902	-11.682674 3.708461	-28.015750 27.159808	-0.905006 10.340560	9.639514 -6.579772	9.052406 -24.915423	7.761587 0.774360	-11.368930 7.268054	-19.313869 -5.131669	1.620612 -10.049338	-6.340177 -1.237889	-3.991490 0.846730	-5.667320 12.328966	-3.435497 -5.092718	13.639993 -12.000757	-4.957624 8.776981	
11.036407 -10.951178	4.870191 6.122326	5.836697 7.504144	8.387608 4.628937	2.992198 -10.625849	-10.787049 4.188057	-27.867786 28.149083	0.083238 9.899972	9.080213 -7.032267	8.228186 -25.595883	6.955058 0.625033	-11.791381 6.435243	-18.968432 -4.866163	1.236318 -9.356571	-7.082656 -2.178589	-3.285076 0.782077	-6.513407 12.734186	-4.233352 -5.830043	13.102746 -11.069711	-5.916589 9.147935	
10.532702 -11.108600	5.797981 5.290921	5.792504 6.892648	8.799580 4.742525	3.437004 -11.458772	-10.132862 4.333389	-28.484026 27.641135	-0.051633 9.009921	8.493603 -7.983351	8.463443 -25.097751	7.272171 0.153305	-11.384529 6.186181	-17.983621 -5.642767	1.514813 -8.901100	-7.170574 -2.696269	-2.401335 1.673761	-7.330126 13.505754	-4.182395 -5.987974	12.722723 -11.453114	-5.481308 9.632388	
10.713073 -11.577088	5.691159 5.798500	5.589625 6.383467	7.814067 5.175237	2.901162 -12.419782	-9.617556 4.265185	-28.630247 28.439873	-0.357430 9.084987	8.887049 -7.065354	8.573771 -24.502139	7.123972 1.118859	-10.580549 7.132521	-17.120735 -6.473434	2.024314 -8.260298	-6.864312 -2.132704	-2.930507 1.627050	-8.039411 13.674657	-3.885993 -5.692136	13.088271 -11.061705	-6.036944 8.925986	
10.919988 -12.468628	5.042145 5.927358	6.154100 7.207957	8.627052 5.877130	3.497370 -12.044092	-9.667442 4.478217	-28.706719 28.374090	-0.578050 8.922816	9.879846 -6.374656	8.066230 -25.498781	7.245843 1.996035	-9.650425 6.734695	-17.093800 -6.755157	2.332616 -9.105592	-7.709663 -2.501266	-3.667690 2.317501	-7.142320 12.940446	-4.107836 -6.342506	12.663403 -11.197955	-6.088700 8.955090	
9.956202 -12.142391	4.144102 5.706428	6.899479 7.618599	8.509960 6.174947	2.568582 -12.624069	-10.596007 4.813703	-28.943655 28.747684	-1.020881 9.312693	9.466741 -6.639291	7.299517 -25.526109	6.371482 1.650311	-10.410506 6.292277	-16.924265 -6.349417	2.379257 -8.215586	-7.519726 -3.085111	-2.847567 2.733055	-7.368282 13.823107	-4.898673 -7.052645	12.541495 -12.069431	-6.085317 8.583612	
9.056046 -11.981291	3.406269 5.071835	7.406801 7.508259	8.496209 6.070789	2.404108 -13.514276	-9.904245 4.644056	-28.143896 28.239028	-1.204365 9.049746	9.535054 -6.090078	7.492348 -26.335228	5.845285 1.159536	-10.455930 5.783750	-16.248469 -6.057184	2.567104 -7.708677	-7.059367 -2.907812	-3.378514 3.230478	-6.514180 12.917844	-4.687445 -6.439481	12.192826 -12.931241	-5.125707 8.008785	
8.751740 -12.468986	2.579878 5.086455	7.370615 7.704947	7.976230 5.411281	2.433625 -13.525081	-9.661333 4.528853	-27.938804 27.377252	-2.098241 8.682418	10.470468 -6.780707	7.530050 -25.872322	6.567128 0.409391	-10.674390 5.795181	-16.678063 -5.720060	3.542226 -6.945096	-7.595795 -2.502369	-3.135328 3.459232	-5.924737 12.162438	-4.267790 -6.042033	13.166050 -13.767232	-5.545799 7.320036	
7.853655 -12.133598	2.110603 4.847762	6.805761 8.452052	8.027557 5.677926	2.098882 -14.486931	-9.306950 3.691523	-28.243300 26.433713	-2.431839 8.219249	10.459955 -7.724491	6.933141 -25.524678	6.127569 0.099045	-11.046603 6.257523	-16.331063 -6.338659	4.435378 -6.276435	-8.084150 -2.644074	-3.450926 3.106609	-6.794101 12.163947	-4.469536 -5.719043	13.677130 -14.415088	-6.069533 6.474155	
7.273581 -12.718105	2.517002 4.493304	7.511147 9.416038	8.021283 6.601275	2.706800 -14.430849	-9.811062 2.886871	-28.255132 27.378118	-1.437619 9.209988	10.254349 -7.184388	6.177737 -24.554864	6.317207 0.939085	-10.125728 6.246438	-17.261652 -6.566578	4.757193 -6.952785	-7.557391 -3.580511	-3.175377 3.047350	-7.137784 12.627181	-3.836884 -5.744530	14.481617 -14.700272	-5.599637 6.588689	
7.945790 -11.786808	2.964767 3.720238	7.343781 9.571676	7.029049 7.211720	2.920237 -14.213300	-9.295346 3.324182	-28.816427 28.040505	-1.197447 9.565277	10.278874 -7.236936	6.218036 -25.318114	5.333092 1.470675	-9.671967 5.705873	-16.438643 -7.268268	4.275460 -6.213256	-7.375842 -3.764880	-3.472914 2.836222	-7.218369 13.025917	-2.837864 -6.192258	14.586899 -15.677388	-4.903819 6.358475	
8.799059 -12.357513	3.117289 3.603817	6.423809 10.311912	7.295843 6.361980	3.280797 -14.535253	-9.243400 3.575678	-27.846645 27.388592	-1.437701 8.686818	9.788805 -7.656013	5.447873 -24.666294	4.368297 0.594991	-8.804183 4.908009	-15.771688 -7.861510	5.113702 -5.767268	-7.384211 -3.766507	-4.233848 3.196218	-6.629021 14.018062	-2.922291 -5.832038	13.789207 -15.001307	-4.575449 6.096193	
8.090626 -13.279625	3.394647 3.359184	7.073316 11.139614	7.495433 6.096840	2.980993 -13.984815	-9.412697 4.355608	-28.237663 27.121331	-0.812202 9.146757	10.613522 -8.447862	6.245961 -23.884929	5.345988 1.248724	-8.606809 5.529351	-15.055122 -7.728628	6.098070 -5.794320	-7.732810 -3.824028	-4.155913 3.430241	-6.602207 13.797517	-3.726685 -6.572566	13.272892 -15.620146	-3.647260 6.351840	
7.367985 -12.666852	4.029844 3.155389	6.955443 10.656434	6.586856 5.473579	2.205402 -14.197158	-9.159897 3.570203	-27.984861 26.509390	-1.277556 9.291351	10.808880 -7.823880	6.939007 -23.776658	5.720431 1.566795	-8.416416 5.852871	-15.292786 -7.505272	6.952757 -6.483497	-7.493347 -4.668051	-3.604337 3.757163	-5.617993 13.795378	-4.191786 -6.872771	12.957108 -15.911903	-3.609437 5.720316	
