-0.302142 0.629646	-0.468646 -0.437506	0.751303 0.319782	0.384374 0.752014	0.603867 0.790833	0.290540 -0.494219	0.653237 0.502880	0.387346 -0.803606	0.639781 0.500007	0.692389 0.500295	0.204144 -0.447248	0.443633 0.882135	0.368019 0.799485	0.560744 0.607400	0.339973 0.029546	-0.102781 -0.829903	-0.864264 0.130356	-0.810361 0.809437	-0.367139 0.791816	-0.625853 0.309730	
6.790775 -12.089744	3.278132 3.417045	6.616014 9.833231	5.894786 6.293512	2.300656 -13.770021	-9.690662 3.524325	-27.876212 26.072515	-0.409836 9.363397	11.320952 -8.124132	7.426970 -22.973962	4.865247 1.934836	-8.015039 6.438543	-14.590027 -7.563853	6.393182 -7.474773	-6.626359 -4.174352	-2.787173 4.620102	-4.918486 13.371892	-3.825236 -6.794434	12.181894 -15.284906	-3.158017 5.593959	
6.206680 -11.991789	2.814007 3.738028	5.715311 10.760929	5.099155 7.144434	2.031307 -13.270592	-10.425443 4.164188	-28.848449 25.508984	0.125514 9.024383	10.683982 -7.206048	6.499657 -22.649973	4.759672 2.100056	-8.383692 5.676000	-13.606358 -6.675359	7.289633 -6.666036	-6.707091 -4.012994	-2.686111 3.841768	-3.948375 13.364302	-4.741865 -7.433875	12.584655 -14.779595	-4.107798 4.987356	
6.753153 -12.568630	2.748827 2.749317	5.802868 9.859285	5.492426 7.088756	1.211495 -13.777374	-10.699613 4.861399	-29.813359 25.047219	-0.475008 8.284977	10.055751 -6.279784	6.759848 -21.910943	4.033569 2.711591	-8.707851 5.291482	-13.785717 -5.969525	6.860039 -7.650055	-6.890157 -3.364029	-1.918675 4.414744	-4.092444 12.632843	-3.847349 -7.217267	12.786132 -15.423120	-4.378921 5.519664	
6.386456 -11.726380	3.290047 2.880210	5.504720 9.383220	5.429014 6.704860	2.133690 -13.246035	-9.721991 4.599724	-29.614817 24.431841	-1.087801 8.308734	9.615175 -6.955455	7.173827 -22.547441	4.117825 2.735935	-8.470433 5.766779	-13.097273 -6.163218	5.973940 -7.488563	-7.495217 -2.685617	-2.344663 3.892947	-5.088464 12.974663	-3.835198 -7.573212	12.043781 -16.354839	-3.763439 6.192491	
6.512923 -11.728381	3.382335 3.396264	5.832553 10.241539	6.272671 6.273260	1.213553 -13.283631	-8.891554 5.517441	-30.604488 23.487318	-1.879154 8.528784	9.898752 -7.779729	6.601718 -21.607757	4.384746 3.721259	-9.221025 6.018173	-12.377959 -6.179421	5.296931 -7.680111	-6.694072 -2.280164	-2.483138 3.066467	-4.114513 12.378224	-4.329675 -7.075809	12.060390 -16.176706	-4.017279 6.599997	
6.540595 -12.669220	3.651709 3.754177	6.023349 9.861347	5.500488 6.528730	1.289283 -14.071659	-9.783935 6.005681	-30.745652 22.691577	-1.814990 8.809862	9.874705 -7.718282	6.619366 -21.781941	3.721282 3.616099	-8.340110 6.909495	-13.154529 -6.411566	5.937329 -6.883169	-6.529615 -2.775316	-2.519525 2.108699	-3.867024 11.726686	-3.462111 -7.280755	11.910999 -16.217485	-3.326626 6.738961	
7.500173 -12.727682	3.431242 2.996349	6.830402 10.496466	5.545276 6.550069	1.126090 -13.793953	-9.268152 5.946231	-31.399929 22.011541	-2.418673 8.815069	10.680198 -7.107947	6.262562 -21.123927	4.101847 2.642533	-7.655712 6.116264	-13.101292 -6.612771	5.274395 -7.533107	-5.883599 -2.438579	-3.162206 2.215420	-4.151173 10.982994	-4.092185 -8.178719	11.374092 -15.514746	-2.845536 6.972511	
6.732204 -11.885107	2.883332 3.448149	7.207583 10.715754	5.150391 6.450130	1.270558 -14.607965	-9.100393 6.414915	-31.541257 22.042080	-2.019620 8.680548	11.347326 -7.076426	5.874401 -21.824177	3.387653 2.327231	-8.554904 5.728338	-12.335887 -6.162433	4.524887 -6.746350	-4.951535 -1.597816	-3.546276 2.057738	-3.460820 11.775785	-3.144937 -7.251426	10.696671 -14.798694	-2.724347 7.902955	
5.975722 -11.469098	2.878846 3.919094	7.813292 11.592722	5.296457 6.829783	0.777836 -13.929619	-8.122987 5.557086	-32.396766 21.338290	-2.656026 8.973700	11.700841 -7.614750	6.301499 -21.357935	3.788466 1.431336	-8.956704 4.754296	-13.298904 -7.082563	5.029108 -6.670453	-4.401649 -1.555211	-2.788228 1.585745	-2.899141 11.193623	-3.959807 -7.292200	10.216400 -15.526823	-2.280568 7.117062	
5.659519 -10.538181	3.616431 3.300931	7.121458 12.580198	6.271166 7.411886	1.596139 -13.281400	-8.035772 5.308815	-33.379164 20.758920	-1.980303 9.946764	11.436720 -7.201119	6.013210 -22.214386	4.185401 2.400771	-9.130827 4.492222	-13.929440 -6.279211	4.531044 -7.552328	-4.663454 -1.952500	-3.614300 0.997774	-3.724516 10.534854	-4.900296 -7.799615	9.705402 -15.077668	-1.681828 7.993329	
5.581169 -9.636885	4.246148 2.958507	7.771431 11.697874	5.628987 7.329726	1.503817 -13.180642	-8.576046 4.821320	-33.103323 21.629535	-2.514375 9.635365	10.807399 -7.055667	5.415548 -21.278940	4.683973 1.702663	-9.965577 4.687015	-14.126691 -5.740640	4.182405 -7.818525	-3.869602 -1.397384	-3.232518 1.558127	-3.286185 10.130772	-5.084187 -7.325303	9.157199 -15.873079	-1.410808 8.875456	
5.636825 -9.241405	4.151332 2.636318	8.636379 11.386157	4.716909 7.441409	0.528657 -12.669413	-8.546235 4.542683	-32.381675 22.017304	-1.894778 9.836084	10.115957 -6.577072	6.384887 -20.505734	4.093282 1.063789	-9.651636 4.660566	-15.076274 -6.164241	5.041621 -7.650137	-3.641612 -1.760508	-2.348882 2.057372	-2.803360 10.778718	-4.943211 -6.597654	8.187779 -15.503778	-0.836658 9.431645	
5.882338 -9.698428	3.667718 3.220921	9.524869 12.158636	5.565012 7.938660	1.447880 -13.518761	-8.978264 4.638121	-31.914122 22.448369	-1.381029 9.633663	10.930901 -7.288592	6.672637 -21.150686	3.548861 0.778702	-9.137905 5.127489	-15.123243 -5.618795	5.813545 -6.777393	-3.086164 -1.481786	-3.230525 2.867156	-3.278561 11.566722	-5.081666 -6.408770	7.774287 -15.648480	-1.033472 8.620396	
5.032406 -10.128973	4.232667 2.801500	9.735724 11.353134	5.266921 8.438872	0.767585 -12.884801	-8.183741 4.979308	-32.114946 22.863522	-1.717336 9.180780	10.156842 -6.986131	6.302928 -21.333913	3.411749 0.737971	-8.456689 5.811146	-15.762243 -6.604660	5.357506 -5.851853	-3.502669 -1.523692	-4.033348 3.682146	-4.153563 12.209286	-4.657845 -5.610297	7.988860 -15.780260	-0.260659 7.777336	
5.596050 -10.526254	4.587497 3.133617	10.255328 11.926251	5.993332 7.585947	1.358149 -13.560312	-7.587568 4.812632	-31.391297 23.704739	-2.319446 8.919921	10.695234 -7.782738	5.403038 -21.517478	3.446864 0.787510	-7.594531 6.406414	-14.926236 -7.324484	4.554439 -5.287421	-2.630394 -2.229777	-4.109027 3.118642	-4.252726 12.569243	-4.181758 -5.396980	7.236718 -15.195084	-0.410557 7.381378	
6.133988 -11.028886	4.355374 3.945476	9.710221 11.956607	6.953990 8.273757	1.929767 -12.916842	-7.873679 4.231812	-31.395115 23.417982	-1.957792 8.442067	11.086881 -7.808005	4.983557 -20.834022	3.041156 1.108622	-7.407849 6.642939	-14.010138 -8.241280	4.650827 -5.955193	-1.954304 -2.128569	-4.328923 4.090206	-4.728402 12.117333	-3.563556 -4.435875	6.539851 -15.367468	-0.637381 7.817668	
7.117083 -10.246687	3.496027 4.880389	8.928900 11.634584	7.201737 7.406785	2.482223 -12.559824	-8.520514 3.380852	-31.956791 24.369291	-1.102600 9.076383	11.218364 -7.333703	4.290541 -20.396812	3.814345 0.881314	-7.691974 6.909131	-13.254548 -7.793089	3.859039 -6.022846	-1.699353 -1.249014	-4.374929 4.396795	-5.059017 11.824380	-4.269433 -4.896759	6.190214 -14.696224	0.212700 7.851350	
7.414896 -11.120671	3.221272 4.106853	8.880458 11.688230	6.940984 6.696302	2.759090 -13.478787	-7.771408 3.974916	-32.279031 24.260959	-1.829267 9.245107	10.661219 -6.884444	4.642242 -20.123919	4.603141 1.457035	-8.090709 6.514817	-14.197129 -8.300266	4.462778 -6.984980	-1.793350 -0.434422	-5.331065 4.988792	-4.096056 12.707502	-3.585228 -5.755126	5.359442 -13.962915	0.718865 8.702322	
7.346955 -10.472992	2.552773 3.630292	9.754360 10.792652	6.856515 5.775639	3.280925 -12.718068	-7.597272 4.876420	-32.985713 24.972184	-1.825932 8.885408	10.234556 -6.510934	4.570473 -21.034582	5.472629 0.841578	-7.872092 6.588921	-14.750313 -7.340997	4.417029 -7.787676	-2.025579 -1.150299	-5.577876 4.105728	-3.859429 13.350748	-4.457173 -5.565196	4.720060 -14.937730	1.249776 9.025788	
7.891179 -10.523766	3.427636 4.226219	8.933806 10.717377	6.165689 5.324027	3.594271 -12.029487	-8.435028 4.338762	-33.376121 24.319471	-1.727646 8.183069	10.206733 -6.186623	4.252004 -20.373908	4.919604 -0.014101	-7.248662 6.745969	-14.536263 -6.643425	5.249670 -7.910361	-1.759412 -1.321086	-5.656678 3.219558	-3.962341 13.189550	-5.133662 -5.214751	4.323847 -14.919922	2.167787 8.815187	
7.688881 -10.899920	3.366018 4.654643	9.477284 11.115353	6.900336 4.776692	3.210250 -11.452029	-9.074557 5.040824	-33.130749 23.641631	-2.211612 8.561754	11.136044 -5.982389	4.173230 -20.328383	5.193179 0.754076	-7.511626 6.495227	-14.865378 -7.370284	5.664056 -7.246757	-2.454336 -0.779704	-4.874919 2.636592	-4.691018 12.507507	-5.959312 -5.688654	4.245260 -15.682126	2.497347 8.557116	
8.412239 -11.518805	4.236344 3.949619	8.550624 10.203421	6.164030 4.980415	3.719945 -12.358185	-9.928682 4.231555	-33.359171 24.546851	-2.623885 7.919923	11.049155 -5.727938	4.993776 -20.221527	4.528190 1.194267	-7.624108 5.853424	-15.685673 -6.691282	5.706820 -7.725970	-1.578760 -1.160545	-4.239804 1.916109	-3.961304 12.938320	-5.777328 -4.726371	3.253792 -15.992937	1.576359 9.119214	
8.551676 -11.622413	4.655798 4.252114	9.040172 10.295476	6.688304 5.559525	2.928924 -12.919869	-10.409061 4.972469	-34.095400 23.822963	-3.309076 7.016991	10.606859 -5.431016	5.197154 -19.846491	3.729300 0.267197	-7.249061 5.854896	-15.500187 -6.945701	5.821346 -8.181124	-1.108660 -0.660945	-4.421721 2.339955	-3.633119 13.321911	-5.268439 -3.884111	3.001635 -15.604095	2.483656 8.125941	
8.540638 -12.257320	5.095821 3.752670	8.896263 9.763320	6.315181 6.425524	2.275783 -13.482546	-11.319082 5.711888	-33.284759 23.415232	-3.351997 6.256025	9.915849 -5.470789	6.072073 -20.258635	3.321304 0.194965	-6.977469 4.930192	-15.479516 -7.525320	5.555901 -7.431198	-2.009281 -0.790138	-4.077471 1.639728	-3.584926 14.155470	-5.194045 -2.891342	2.479470 -16.000536	1.907999 8.511315	
9.102120 -12.411069	4.542907 2.919727	7.975049 8.935702	5.471865 7.337062	3.160658 -14.143304	-11.933499 6.209563	-32.827500 22.500080	-2.543896 6.888485	10.201686 -6.420964	5.663503 -20.488925	3.092651 -0.722908	-6.422449 5.720965	-16.119636 -7.232704	6.232654 -7.441967	-1.014481 -1.011328	-4.252903 1.766658	-3.754027 13.595218	-4.271434 -3.738433	2.899516 -15.820185	2.132935 9.160025	
9.983218 -12.472270	4.384616 3.903839	8.475356 9.143194	5.337279 8.113467	3.196289 -14.243410	-11.764539 6.594748	-33.814227 22.088020	-2.056367 6.532020	10.951521 -5.662558	5.409423 -21.306235	2.809342 -0.883522	-7.106217 6.336103	-15.571431 -7.165283	5.888467 -7.998646	-1.281940 -1.490838	-5.079304 1.794511	-3.731136 14.538920	-5.123893 -4.239111	2.884784 -15.630296	1.522134 9.913754	
10.526045 -12.397951	5.143060 4.533386	9.412292 9.655187	5.178850 8.085389	2.746029 -14.808087	-11.793746 7.501695	-33.237563 21.789458	-2.094901 5.772637	11.778535 -5.911405	5.269354 -22.160836	2.946359 -1.106013	-7.961192 6.708445	-15.117329 -8.046900	6.516717 -8.365480	-1.890212 -1.256896	-4.378056 0.812662	-3.940295 15.212340	-5.445170 -4.498515	3.020548 -16.603705	1.594846 10.570926	
10.799274 -11.739878	5.656856 5.138440	10.056136 8.871676	5.561707 7.923150	2.024592 -15.677184	-11.016474 8.305823	-33.183618 21.993643	-1.234892 5.499918	12.112736 -4.996213	5.532999 -21.862207	2.328669 -0.300478	-7.297948 6.819767	-15.142767 -8.858465	5.870773 -9.182806	-1.949790 -1.509592	-4.321023 0.335117	-4.390566 14.804728	-5.581140 -3.917484	3.865190 -16.660748	2.091557 10.772463	
11.576019 -11.124722	4.841804 4.794301	9.860099 9.643059	5.518606 8.309669	2.304871 -15.177367	-11.264637 8.384032	-32.363114 22.779960	-0.600055 4.750662	12.507270 -4.576481	4.777605 -22.762285	2.885799 -0.966902	-7.152486 7.525938	-14.467816 -8.017628	5.860795 -8.599938	-2.475464 -2.403395	-5.152932 0.937714	-5.317839 13.912256	-5.065315 -4.050942	4.380196 -15.840399	1.869465 11.183407	
11.292560 -10.344947	3.903727 4.639331	10.295293 9.429237	5.143394 8.217315	2.494827 -15.155149	-11.359185 9.333440	-32.332015 23.141214	-0.636188 5.569151	13.052681 -4.655339	4.902478 -22.230804	3.609783 -1.080469	-6.674734 6.706322	-15.313625 -8.023106	6.002800 -8.936106	-3.027417 -1.971843	-5.222270 -0.008258	-5.592912 14.313833	-5.151869 -3.880198	4.245154 -16.689084	1.593463 11.357022	
12.086247 -9.774090	3.597772 5.081190	11.193352 8.953548	4.456837 7.450385	1.666640 -15.628070	-12.134839 9.793054	-31.938985 23.210264	-1.171417 5.203038	13.085437 -3.690370	5.653400 -22.905898	4.524465 -1.559985	-6.047733 6.099163	-15.075358 -8.450965	6.009048 -8.102772	-3.615355 -2.733680	-5.714638 0.772907	-6.344200 15.278567	-4.399644 -3.162003	4.510040 -16.776453	0.912950 11.861866	
11.127357 -9.948609	2.715163 4.950486	11.461702 9.849550	5.124202 8.099343	0.893416 -14.760876	-12.767111 9.515623	-32.125486 22.695031	-1.591614 6.184163	13.596397 -3.906344	6.277333 -23.742530	4.306229 -2.146611	-6.633706 6.781635	-14.500820 -9.022683	6.110550 -7.704143	-2.816644 -2.263010	-5.615372 0.709552	-6.119764 16.241164	-4.442457 -3.901220	3.744369 -17.629811	0.445896 11.073109	
11.117448 -10.577173	3.112895 4.638694	11.010932 9.208149	5.475331 8.899719	-0.011672 -14.409042	-13.198464 9.381743	-32.386072 23.355735	-1.060179 6.640456	14.018818 -4.405474	7.097591 -23.121172	4.592903 -2.791388	-6.716420 6.766020	-14.746565 -9.893093	6.659506 -7.321577	-3.771220 -2.975965	-6.239997 -0.048658	-5.682824 15.471296	-3.834355 -3.321502	4.068727 -18.356368	1.285415 10.129606	
10.724353 -9.843819	2.189241 5.448434	10.206026 9.401354	6.430780 9.130919	-0.093435 -14.697132	-13.247867 9.092236	-32.963549 24.182087	-1.864660 6.386918	14.953154 -4.190992	6.257671 -22.931964	4.277537 -2.802540	-5.756256 5.807076	-14.280968 -10.729521	6.129347 -8.024619	-2.976039 -2.315309	-5.740818 -0.864882	-5.023271 15.521078	-4.007305 -3.367290	3.235663 -18.571826	0.418281 10.201747	
10.006788 -10.003485	2.286208 6.422355	10.775962 8.991883	5.648158 8.985515	0.612369 -14.986954	-12.853411 9.088758	-32.508169 24.894384	-1.579445 5.807997	15.042470 -3.771713	5.363149 -23.379470	4.631954 -3.222909	-5.289666 5.607884	-13.676934 -11.596305	5.992128 -7.630266	-2.718829 -2.920409	-6.214602 -0.789748	-4.514631 15.422745	-3.397749 -3.055399	3.700329 -18.011406	0.189776 11.185840	
10.433501 -10.059434	3.001971 6.615835	9.836909 9.330391	5.789004 9.098680	0.249312 -15.436686	-12.007454 9.314491	-33.467106 24.445857	-1.014063 6.304789	15.370450 -3.877089	5.972162 -24.200105	3.687641 -3.820316	-4.716333 5.811475	-14.025337 -12.476058	5.757756 -7.964434	-3.131898 -3.024529	-5.668760 0.191133	-4.184723 15.928159	-3.712189 -2.426711	3.319101 -18.800318	0.521271 10.293748	
10.649411 -9.180663	3.716024 7.521953	9.227438 10.199161	6.286525 9.763845	-0.688618 -15.961324	-11.568121 9.131956	-33.439933 25.317573	-0.983518 6.680156	14.486300 -3.679119	5.398048 -24.564280	2.904536 -3.765532	-3.764684 6.403492	-14.051192 -11.944099	5.239027 -7.554465	-2.779491 -3.577899	-5.670008 0.712832	-3.789668 15.014810	-3.007735 -2.209427	3.816224 -19.347610	-0.069354 11.056777	
11.645018 -9.232863	3.463870 7.754448	8.291750 10.816267	7.192690 9.511068	-1.280408 -16.494063	-11.199986 9.800231	-33.095993 25.826171	-0.170300 6.175368	14.980608 -3.178637	5.996899 -24.236802	2.275550 -2.817883	-3.427950 6.759172	-13.565576 -11.554846	4.574849 -8.377409	-2.581583 -2.991771	-6.120831 0.060346	-3.432700 14.022151	-2.550679 -1.769692	3.746067 -20.169507	0.815406 10.448798	
12.166387 -10.134810	4.278133 6.806590	7.890689 10.735775	6.503602 8.698942	-1.688009 -16.255057	-10.849323 10.120778	-32.921209 26.119025	-0.913478 5.541864	15.350790 -3.656883	5.053764 -24.104475	1.309553 -3.622965	-3.704631 7.537202	-13.822002 -11.106358	5.429579 -8.067797	-2.599630 -3.430151	-6.315217 0.304781	-2.968099 14.640760	-2.887602 -1.110807	2.844787 -20.631596	0.854168 10.321431	
13.073339 -10.891237	4.264417 5.892687	7.432694 11.401007	5.580175 9.307542	-1.363224 -17.199614	-11.417842 9.491824	-33.780345 26.038342	-0.514504 5.508415	15.466667 -2.844847	5.676364 -24.670629	1.896009 -4.274842	-3.424971 8.313605	-13.263897 -11.096662	5.514052 -7.976725	-2.333631 -4.273208	-6.855426 1.058801	-2.801911 13.753328	-2.784659 -1.676460	1.900104 -20.106402	0.287920 9.343449	
12.895276 -10.249971	4.451433 4.938371	7.518514 11.070340	6.146638 8.729695	-1.314425 -16.527005	-11.456833 9.690903	-33.500603 26.111580	-1.373635 6.170156	15.782106 -3.751038	6.146102 -25.345141	1.724946 -4.586007	-3.507558 8.773981	-14.091830 -10.840747	6.447219 -8.772534	-2.107069 -4.476443	-6.673849 0.995199	-1.808400 13.062266	-3.404810 -2.160530	2.548474 -20.875572	0.655943 9.454164	
12.591734 -9.790555	3.521509 5.865993	8.192029 11.818833	5.301845 7.935992	-1.431768 -16.675485	-12.088231 8.842005	-34.079350 26.834031	-1.398916 6.340359	15.852460 -3.379001	5.809235 -24.848689	1.710640 -3.670047	-2.952177 9.711098	-13.598436 -10.353516	6.591293 -9.579719	-2.534256 -4.970494	-6.420984 1.366388	-1.025791 13.439016	-2.682069 -2.588910	1.706556 -21.181739	0.203978 9.479897	
12.410162 -10.483284	4.488395 5.606163	8.899220 11.588354	5.150559 8.492627	-1.239043 -16.820104	-12.427857 8.698872	-33.767649 26.809570	-2.226064 5.892206	16.145381 -2.437517	4.982009 -24.528049	2.259916 -4.114342	-3.231414 10.112857	-12.616645 -11.315570	5.639705 -10.402778	-3.513173 -4.086343	-7.409585 2.085920	-1.616543 12.575448	-2.626805 -3.467663	2.027975 -21.271821	-0.560148 10.399894	
13.345772 -11.403584	3.570708 4.908856	8.856591 12.427685	4.660328 8.892040	-1.864502 -16.292810	-13.041336 8.561430	-34.206450 27.198979	-2.211967 5.988193	16.144709 -1.702536	4.407024 -23.863983	2.720983 -4.084684	-2.720388 10.821084	-13.444246 -11.334267	5.768516 -10.667397	-2.620019 -3.940188	-8.345690 2.711880	-1.247466 11.961093	-2.798078 -3.310810	2.035162 -22.029413	-1.424323 9.989309	
13.227163 -11.997151	4.289546 5.593883	8.297573 12.429094	5.575448 7.974104	-2.834784 -16.597800	-12.909312 8.335212	-34.403049 27.548965	-2.472692 6.513601	15.847759 -1.106518	3.941048 -24.758040	3.504299 -4.484316	-2.201263 10.972482	-13.791505 -10.372560	4.881716 -10.672078	-2.810623 -4.937385	-8.314490 1.737024	-0.548555 11.822679	-2.001329 -2.888822	2.305097 -22.612221	-1.962909 10.378711	
13.442800 -11.138219	4.308585 4.967752	8.909435 11.901243	4.964613 7.307689	-2.820845 -16.729438	-12.475093 8.210521	-33.726377 27.040875	-1.860126 7.369840	16.510803 -1.993327	3.420202 -23.990985	3.283457 -5.029478	-2.852701 10.578617	-13.890005 -11.086639	5.190170 -11.123405	-2.320720 -4.169678	-8.680703 1.242532	-0.020558 12.161680	-2.250687 -2.968628	2.461227 -22.734118	-1.378670 10.605831	
14.089070 -11.888225	4.777649 4.050853	8.776840 11.624938	4.103804 6.650458	-1.855395 -16.228546	-11.855091 8.972555	-33.932903 26.726477	-1.092545 7.362592	16.700346 -2.199755	3.453766 -24.318914	3.841341 -5.731297	-2.465707 10.358877	-14.237924 -10.906255	4.723057 -11.151712	-2.941385 -5.046191	-9.661408 0.890759	-0.127693 12.499283	-1.272701 -3.957667	1.941922 -23.181005	-1.395344 11.504010	
14.186459 -11.783786	4.234397 3.236020	8.056775 12.291346	3.237323 6.902212	-1.004416 -16.828344	-11.215282 9.843064	-34.902611 26.258646	-0.800107 7.407501	15.853822 -1.371832	3.036649 -23.553519	3.535546 -5.864395	-3.077152 9.410746	-13.516657 -10.013720	5.212454 -11.510896	-2.725970 -4.440572	-9.956465 0.331171	-0.055953 12.139360	-1.409461 -3.145547	1.208209 -22.332949	-0.822675 12.169558	
14.967199 -12.489146	5.098304 3.622182	8.706529 12.170112	2.586914 6.001235	-0.133913 -16.786102	-10.880494 9.090064	-34.485673 25.882462	-0.927176 7.813936	15.058336 -1.548334	2.460882 -23.838208	4.471423 -5.593584	-3.129193 9.466580	-14.043557 -9.113389	4.458796 -10.875928	-2.653435 -4.254449	-9.776780 -0.180832	0.494210 12.023281	-0.877635 -3.622430	0.484315 -22.383017	-1.024824 11.800044	
14.716622 -11.973427	5.377815 4.155239	9.372735 11.591674	1.987020 5.204641	-0.034312 -16.872020	-9.948427 8.525924	-34.999260 25.174990	-1.437697 8.278031	14.422671 -1.332005	2.317722 -23.701314	3.650242 -5.249139	-2.244345 9.151643	-14.523452 -8.892458	4.914123 -11.488676	-2.488596 -4.723151	-9.672795 -0.804632	0.713454 12.517879	-0.547481 -3.997897	0.151516 -21.673887	-0.513155 12.703666	
15.005341 -11.511256	5.156814 4.099046	9.692954 10.757908	1.401692 5.436297	0.151943 -16.930842	-9.537864 9.385082	-35.345325 25.412549	-1.537457 8.966348	14.282636 -2.116430	2.651634 -24.531668	4.020950 -5.557424	-1.562560 8.330361	-15.189731 -9.418903	5.056336 -12.085907	-2.430098 -4.053725	-9.594079 -0.444520	0.616833 13.132736	-0.828490 -4.193791	-0.827539 -22.523631	-1.415336 12.668297	
15.622160 -11.324220	5.221957 4.413629	9.482683 10.365897	2.207411 5.492477	-0.057335 -17.314645	-8.946205 9.747941	-34.382188 24.656152	-1.674412 9.557546	14.778981 -2.332179	1.884264 -24.345514	3.179871 -5.791085	-1.430707 8.473186	-15.326073 -9.814929	4.775273 -11.095174	-2.217215 -4.033443	-8.790184 0.217695	1.131433 13.865705	-1.184165 -4.498560	-1.805127 -21.740599	-1.731492 13.144120	
16.521225 -11.576468	4.267581 4.275349	9.299316 11.341743	1.847782 5.542504	-0.868079 -16.476609	-8.425540 10.710217	-33.937055 24.773978	-1.717160 9.994559	15.668558 -2.550768	2.057604 -25.188103	2.765708 -5.170051	-1.738071 9.043908	-15.254565 -9.909326	5.611570 -11.321516	-2.104146 -3.952866	-8.713866 0.892044	1.793460 13.959886	-1.552908 -5.469187	-1.349458 -22.574208	-1.170605 13.593220	
